Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
SSD,"Simpson Manufacturing Company, Inc.",89.83,$3.9B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ssd
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",23.87,$2.58B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/shi
SITC,SITE Centers Corp.,7.22,$1.39B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sitc
SITC^A,SITE Centers Corp.,22.45,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sitc^a
SITC^K,SITE Centers Corp.,22.52,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sitc^k
SITE,"SiteOne Landscape Supply, Inc.",119.5,$5B,2016,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/site
SIX,Six Flags Entertainment Corporation New,20.53,$1.74B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/six
TSLX,"Sixth Street Specialty Lending, Inc.",16.87,$1.13B,2014,n/a,n/a,https://old.nasdaq.com/symbol/tslx
SJW,SJW Group,65.61,$1.87B,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/sjw
SKM,"SK Telecom Co., Ltd.",19.74,$13.01B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/skm
SKX,"Skechers U.S.A., Inc.",30.78,$4.86B,1999,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/skx
SKY,Skyline Champion Corporation,27.24,$1.54B,n/a,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/sky
SLG,SL Green Realty Corp,49.77,$3.81B,1997,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/slg
SLG^I,SL Green Realty Corp,25.63,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/slg^i
WORK,"Slack Technologies, Inc.",30.94,$17.44B,2019,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/work
SM,SM Energy Company,3.94,$445.18M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sm
SMAR,Smartsheet Inc.,48.21,$5.77B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/smar
SNN,"Smith & Nephew SNATS, Inc.",42.01,$18.39B,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/snn
SNAP,Snap Inc.,23.2,$33.82B,2017,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/snap
SNA,Snap-On Incorporated,139.39,$7.58B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/sna
IPOB,Social Capital Hedosophia Holdings Corp. II,12.05,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/ipob
IPOB.U,Social Capital Hedosophia Holdings Corp. II,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/ipob.u
IPOB.WS,Social Capital Hedosophia Holdings Corp. II,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ipob.ws
IPOC,Social Capital Hedosophia Holdings Corp. III,11.2,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/ipoc
IPOC.U,Social Capital Hedosophia Holdings Corp. III,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/ipoc.u
IPOC.WS,Social Capital Hedosophia Holdings Corp. III,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ipoc.ws
SQM,Sociedad Quimica y Minera S.A.,30.5,$8.03B,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/sqm
SOGO,Sogou Inc.,4.77,$1.85B,2017,Technology,EDP Services,https://old.nasdaq.com/symbol/sogo
SOI,"Solaris Oilfield Infrastructure, Inc.",7.67,$347.33M,2017,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/soi
SWI,SolarWinds Corporation,18.57,$5.79B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/swi
SAH,"Sonic Automotive, Inc.",41.6,$1.79B,1997,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/sah
SON,Sonoco Products Company,53.96,$5.41B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/son
SNE,Sony Corp Ord,77.35,$94.38B,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/sne
SOS,SOS Limited,2.16,$29.26M,2017,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/sos
SOR,"Source Capital, Inc.",35.53,$301.17M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sor
SJI,"South Jersey Industries, Inc.",24.13,$2.23B,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sji
SJIJ,"South Jersey Industries, Inc.",25.22,n/a,2019,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sjij
SJIU,"South Jersey Industries, Inc.",40.6819,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sjiu
SCE^G,Southern California Edison Company,23.78,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^g
SCE^H,Southern California Edison Company,22.6,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^h
SCE^J,Southern California Edison Company,21.6,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^j
SCE^K,Southern California Edison Company,22.76,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^k
SCE^L,Southern California Edison Company,22.96,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^l
SO,Southern Company (The),55.78,$58.9B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/so
SOJA,Southern Company (The),25.7,n/a,2015,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/soja
SOJB,Southern Company (The),25.95,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/sojb
SOJC,Southern Company (The),26.7,n/a,2017,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/sojc
SOJD,Southern Company (The),26.15,n/a,2020,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/sojd
SOLN,Southern Company (The),47.71,n/a,2019,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/soln
SCCO,Southern Copper Corporation,43.72,$33.8B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/scco
LUV,Southwest Airlines Company,33.3,$19.63B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/luv
SWX,"Southwest Gas Holdings, Inc.",72.16,$3.98B,n/a,Public Utilities,Oil & Gas Production,https://old.nasdaq.com/symbol/swx
SWN,Southwestern Energy Company,2.48,$1.34B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/swn
SPAQ,Spartan Energy Acquisition Corp,13.86,$956.34M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/spaq
SPAQ.U,Spartan Energy Acquisition Corp,n/a,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/spaq.u
SPAQ.WS,Spartan Energy Acquisition Corp,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/spaq.ws
SPE,Special Opportunities Fund Inc.,11.87,$100.91M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/spe
SPE^B,Special Opportunities Fund Inc.,25.13,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/spe^b
SPB           ,"Spectrum Brands Holdings, Inc.",48.77,$2.1B,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/spb
SR,Spire Inc.,65.23,$3.34B,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sr
SR^A,Spire Inc.,27.39,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sr^a
SPR,"Spirit Aerosystems Holdings, Inc.",22.89,$2.42B,2006,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/spr
SAVE,"Spirit Airlines, Inc.",16.66,$1.48B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/save
SRC,"Spirit Realty Capital, Inc.",33.96,$3.5B,2013,Consumer Services,Building operators,https://old.nasdaq.com/symbol/src
SRC^A,"Spirit Realty Capital, Inc.",23.92,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/src^a
SPOT,Spotify Technology S.A.,289.62,$53.86B,2018,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/spot
SRLP,Sprague Resources LP,15.31,$350.95M,2013,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/srlp
SII,Sprott Inc.,39.21,$994.2M,2020,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/sii
SPXC,SPX Corporation,41.71,$1.86B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/spxc
FLOW,"SPX FLOW, Inc.",38.31,$1.63B,2015,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/flow
SQ,"Square, Inc.",129.18,$56.76B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sq
JOE,St. Joe Company (The),19.78,$1.17B,n/a,Consumer Services,Homebuilding,https://old.nasdaq.com/symbol/joe
STAG,"Stag Industrial, Inc.",30.89,$4.59B,2011,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/stag
STAG^C,"Stag Industrial, Inc.",26.1,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/stag^c
SMP,"Standard Motor Products, Inc.",39.64,$884.5M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/smp
SXI,Standex International Corporation,56.47,$700.76M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/sxi
SWK,"Stanley Black & Decker, Inc.",152.31,$23.48B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/swk
SWT,"Stanley Black & Decker, Inc.",96.35,n/a,2019,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/swt
STN,Stantec Inc,31.81,$3.54B,n/a,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/stn
SGU,"Star Group, L.P.",9.22,$416.72M,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/sgu
SRT,"StarTek, Inc.",4.78,$191.83M,1997,Technology,Professional Services,https://old.nasdaq.com/symbol/srt
STWD,"STARWOOD PROPERTY TRUST, INC.",15.1,$4.26B,2009,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/stwd
STT,State Street Corporation,61.4,$21.64B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/stt
STT^D,State Street Corporation,26.7,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/stt^d
STT^G,State Street Corporation,27.66,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/stt^g
SPLP,Steel Partners Holdings LP,5.13,$127.88M,n/a,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/splp
SPLP^A,Steel Partners Holdings LP,16.45,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/splp^a
SCS,Steelcase Inc.,11.39,$1.31B,1998,Consumer Durables,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/scs
SCA,Stellus Capital Investment Corporation,23.6,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sca
SCM,Stellus Capital Investment Corporation,7.69,$149.76M,2012,n/a,n/a,https://old.nasdaq.com/symbol/scm
SCL,Stepan Company,104.56,$2.35B,n/a,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/scl
STE,STERIS plc,157.84,$13.41B,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ste
STL,Sterling Bancorp,11.42,$2.22B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/stl
STL^A,Sterling Bancorp,25.3,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/stl^a
STC,Stewart Information Services Corporation,37.26,$882.43M,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/stc
SF,Stifel Financial Corporation,49.23,$3.37B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sf
SF^A,Stifel Financial Corporation,25.84,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sf^a
SF^B,Stifel Financial Corporation,26.46,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sf^b
SF^C,Stifel Financial Corporation,26.39,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sf^c
SFB,Stifel Financial Corporation,26.5,n/a,2017,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sfb
STM,STMicroelectronics N.V.,30.66,$27.37B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/stm
EDF,Stone Harbor Emerging Markets Income Fund,6.96,$114.32M,2010,n/a,n/a,https://old.nasdaq.com/symbol/edf
EDI,Stone Harbor Emerging Markets Total Income Fund,7.6,$74.46M,2012,n/a,n/a,https://old.nasdaq.com/symbol/edi
STON,StoneMor Inc.,0.738,$86.93M,2004,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ston
SRI,"Stoneridge, Inc.",20.67,$557.95M,1997,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/sri
STOR,STORE Capital Corporation,23.26,$5.69B,2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/stor
GJH,STRATS Trust,9.9261,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gjh
GJO,STRATS Trust,22,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gjo
GJS,STRATS Trust,18.675,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gjs
SYK,Stryker Corporation,194.87,$73.15B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/syk
MSC,Studio City International Holdings Limited,14.99,$1.18B,2018,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/msc
RGR,"Sturm, Ruger & Company, Inc.",76.93,$1.34B,n/a,Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/rgr
SPH,"Suburban Propane Partners, L.P.",14.91,$926.38M,1996,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/sph
SMFG,Sumitomo Mitsui Financial Group Inc,5.69,$38.96B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/smfg
INN,"Summit Hotel Properties, Inc.",5.6,$591.38M,2011,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/inn
INN^D,"Summit Hotel Properties, Inc.",17.43,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/inn^d
INN^E,"Summit Hotel Properties, Inc.",16.93,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/inn^e
SUM,"Summit Materials, Inc.",17.71,$2.02B,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/sum
SMLP,"Summit Midstream Partners, LP",0.8801,$83.22M,2012,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/smlp
SUI,"Sun Communities, Inc.",140.68,$13.83B,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sui
SLF,Sun Life Financial Inc.,39.71,$23.22B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/slf
SXC,"SunCoke Energy, Inc.",3.11,$257.39M,2011,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/sxc
SU,Suncor Energy  Inc.,17.94,$27.36B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/su
STG,Sunlands Technology Group,1.87,$317.98M,2018,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/stg
NOVA,Sunnova Energy International Inc.,21.84,$1.85B,2019,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/nova
SUN,Sunoco LP,24.72,$2.46B,2012,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/sun
SHO,"Sunstone Hotel Investors, Inc.",7.5,$1.62B,2004,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/sho
SHO^E,"Sunstone Hotel Investors, Inc.",24.15,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sho^e
SHO^F,"Sunstone Hotel Investors, Inc.",23.46,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sho^f
SPN,"Superior Energy Services, Inc.",1.12,$17.69M,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/spn
SUP,"Superior Industries International, Inc.",1.51,$38.64M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/sup
SOAC,Sustainable Opportunities Acquisition Corp.,10.05,$86.68M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/soac
SOAC.U,Sustainable Opportunities Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/soac.u
SOAC.WS,Sustainable Opportunities Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/soac.ws
SUZ,Suzano S.A.,7.71,$10.4B,2018,Basic Industries,Paper,https://old.nasdaq.com/symbol/suz
SWZ,"Swiss Helvetia Fund, Inc. (The)",8.12,$107.73M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/swz
SWCH,"Switch, Inc.",17.91,$4.31B,2017,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/swch
SBE,Switchback Energy Acquisition Corporation,10.08,$395.79M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/sbe
SBE.U,Switchback Energy Acquisition Corporation,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/sbe.u
SBE.WS,Switchback Energy Acquisition Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sbe.ws
SYF,Synchrony Financial,22.92,$13.38B,2014,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/syf
SYF^A,Synchrony Financial,23.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/syf^a
SNX,Synnex Corporation,123.28,$6.35B,2003,Technology,Retail: Computer Software & Peripheral Equipment,https://old.nasdaq.com/symbol/snx
SNV,Synovus Financial Corp.,20.4,$3B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/snv
SNV^D,Synovus Financial Corp.,23.54,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/snv^d
SNV^E,Synovus Financial Corp.,22.57,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/snv^e
GJP,"Synthetic Fixed-Income Securities, Inc.",23.8951,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gjp
GJR,"Synthetic Fixed-Income Securities, Inc.",22,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gjr
GJT,"Synthetic Fixed-Income Securities, Inc.",18.63,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gjt
SYY,Sysco Corporation,55.34,$28.09B,n/a,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/syy
SYX,Systemax Inc.,19.06,$714.18M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/syx
TLRD,"Tailored Brands, Inc.",0.702,$34.22M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/tlrd
TWN,"Taiwan Fund, Inc. (The)",23.19,$173.48M,1986,n/a,n/a,https://old.nasdaq.com/symbol/twn
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,68.53,$355.4B,1997,Technology,Semiconductors,https://old.nasdaq.com/symbol/tsm
TAK,Takeda Pharmaceutical Company Limited,17.44,$54.33B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tak
TAL,TAL Education Group,78.31,$47.02B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/tal
TALO,"Talos Energy, Inc.",8.29,$541.69M,2018,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/talo
SKT,"Tanger Factory Outlet Centers, Inc.",6.82,$637.44M,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/skt
TPR,"Tapestry, Inc.",13.7,$3.78B,n/a,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/tpr
NGLS^A,Targa Resources Partners LP,24,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ngls^a
TRGP,"Targa Resources, Inc.",19.15,$4.46B,2010,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/trgp
TGT,Target Corporation,123.14,$61.57B,n/a,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/tgt
TARO,Taro Pharmaceutical Industries Ltd.,65.21,$2.49B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/taro
TTM,Tata Motors Ltd,7.14,$5.14B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/ttm
TCO,"Taubman Centers, Inc.",38.64,$2.38B,1992,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/tco
TCO^J,"Taubman Centers, Inc.",21.545,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tco^j
TCO^K,"Taubman Centers, Inc.",21.46,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tco^k
TMHC,Taylor Morrison Home Corporation,25.07,$3.25B,2013,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/tmhc
TRP,TC Energy Corporation,44.96,$42.26B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/trp
TCP,"TC PipeLines, LP",31.92,$2.34B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/tcp
TSI,"TCW Strategic Income Fund, Inc.",5.53,$263.71M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tsi
TEL,TE Connectivity Ltd.,86.78,$28.62B,n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/tel
TISI,"Team, Inc.",4,$122.51M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/tisi
FTI,TechnipFMC plc,7.84,$3.52B,n/a,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/fti
TECK,Teck Resources Ltd,10.84,$5.76B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/teck
TK,Teekay Corporation,2.44,$246.7M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/tk
TGP,Teekay LNG Partners L.P.,11.14,$985.62M,2005,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/tgp
TGP^A,Teekay LNG Partners L.P.,23.75,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tgp^a
TGP^B,Teekay LNG Partners L.P.,22.15,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tgp^b
TNK,Teekay Tankers Ltd.,13.39,$451.24M,2007,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/tnk
TGNA,TEGNA Inc.,11.67,$2.55B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tgna
TRC,Tejon Ranch Co,14.51,$380.46M,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/trc
HQH,Tekla Healthcare Investors,21.82,$940.07M,1987,n/a,n/a,https://old.nasdaq.com/symbol/hqh
THQ,Tekla Healthcare Opportunies Fund,18.58,$768.11M,2014,n/a,n/a,https://old.nasdaq.com/symbol/thq
HQL,Tekla Life Sciences Investors,18.49,$434.42M,1992,n/a,n/a,https://old.nasdaq.com/symbol/hql
THW,Tekla World Healthcare Fund,14.95,$450.03M,2015,n/a,n/a,https://old.nasdaq.com/symbol/thw
TDOC,"Teladoc Health, Inc.",223.98,$18.5B,2015,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/tdoc
